order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,payment_method,sales_channel,order_status
O018922,C02846,P0315,2025-05-22,6,17917.5,0.096,489.69,Credit Card,Marketplace,Completed
O018923,C00178,P0169,2026-11-10,3,22491.25,0.01,237.38,UPI,Mobile App,Completed
O018924,C02422,P0355,2025-10-28,1,16546.83,0.212,78.16,Credit Card,Marketplace,Returned
O018925,C07709,P0486,2025-06-16,1,20117.66,0.038,346.28,Net Banking,Website,Returned
O018926,C03425,P0499,2026-08-11,6,21017.3,0.107,57.37,COD,Website,Returned
O018927,C09906,P0155,2025-04-27,1,26074.61,0.182,345.43,Debit Card,Website,Returned
O018928,C06335,P0312,2026-01-13,4,30638.01,0.139,462.0,COD,Website,Cancelled
O018929,C03459,P0164,2026-02-21,1,3989.1,0.205,226.86,UPI,Website,Cancelled
O018930,C05558,P0137,2025-11-23,5,23734.46,0.046,440.63,COD,Website,Cancelled
O018931,C04944,P0366,2026-10-27,2,688.28,0.099,254.56,Net Banking,Marketplace,Returned
O018932,C03570,P0394,2025-01-07,4,22088.6,0.076,56.51,UPI,Website,Cancelled
O018933,C04608,P0254,2025-11-04,5,9903.43,0.217,376.3,Debit Card,Marketplace,Completed
O018934,C07215,P0284,2025-03-26,3,27688.94,0.211,280.18,UPI,Marketplace,Cancelled
O018935,C04794,P0076,2026-11-15,4,21307.9,0.059,266.22,Debit Card,Website,Returned
O018936,C06369,P0212,2026-12-04,1,18025.82,0.233,404.53,UPI,Mobile App,Completed
O018937,C01657,P0044,2026-01-04,5,12038.74,0.238,66.93,Debit Card,Website,Pending
O018938,C09993,P0187,2026-06-02,1,3426.49,0.112,420.49,COD,Website,Cancelled
O018939,C02597,P0469,2025-03-17,4,34852.5,0.168,302.09,Net Banking,Mobile App,Completed
O018940,C02515,P0447,2026-07-24,2,22638.2,0.242,110.55,UPI,Mobile App,Completed
O018941,C03161,P0253,2026-02-16,3,16300.33,0.206,186.56,Credit Card,Mobile App,Pending
O018942,C07663,P0161,2025-10-13,3,23519.72,0.222,403.4,UPI,Mobile App,Completed
O018943,C02031,P0015,2025-11-23,3,13658.77,0.096,312.96,COD,Website,Pending
O018944,C08543,P0236,2025-05-27,4,14221.32,0.184,322.17,COD,Marketplace,Pending
O018945,C05619,P0047,2025-10-07,5,12693.71,0.105,469.26,UPI,Marketplace,Completed
O018946,C02284,P0279,2026-08-11,3,11076.25,0.011,452.33,UPI,Website,Returned
O018947,C02816,P0031,2025-10-13,4,11370.65,0.035,331.9,Debit Card,Website,Completed
O018948,C03202,P0436,2025-08-13,5,5409.41,0.203,263.19,UPI,Marketplace,Cancelled
O018949,C08939,P0366,2026-10-22,5,688.28,0.003,386.59,Net Banking,Mobile App,Returned
O018950,C05775,P0485,2025-12-01,2,6793.9,0.222,227.62,Net Banking,Mobile App,Returned
O018951,C01349,P0377,2026-01-11,2,18668.53,0.241,283.84,Net Banking,Mobile App,Returned
O018952,C02905,P0463,2026-04-26,6,4000.8,0.032,155.3,COD,Marketplace,Completed
O018953,C02394,P0443,2025-06-19,5,6099.71,0.005,234.43,UPI,Website,Pending
O018954,C00789,P0294,2026-03-19,2,3631.35,0.084,311.4,COD,Mobile App,Completed
O018955,C04983,P0443,2026-08-11,3,6099.71,0.093,146.81,Net Banking,Marketplace,Returned
O018956,C00427,P0059,2026-04-13,1,19575.26,0.244,167.93,UPI,Marketplace,Pending
O018957,C09693,P0436,2026-08-06,6,5409.41,0.146,457.87,COD,Marketplace,Cancelled
O018958,C06796,P0071,2025-03-13,2,1227.13,0.155,102.34,Credit Card,Website,Cancelled
O018959,C06651,P0422,2025-12-18,4,23126.24,0.218,156.32,Net Banking,Mobile App,Cancelled
O018960,C07308,P0198,2026-01-01,4,24571.62,0.037,87.56,Credit Card,Website,Returned
O018961,C08217,P0067,2025-07-20,2,0.0,0.246,228.48,COD,Mobile App,Pending
O018962,C00774,P0213,2025-04-03,4,28267.51,0.202,328.07,Credit Card,Website,Pending
O018963,C06126,P0285,2025-06-19,6,977.51,0.165,370.66,UPI,Mobile App,Completed
O018964,C03925,P0094,2025-12-21,2,15650.07,0.164,199.05,Credit Card,Mobile App,Returned
O018965,C06397,P0168,2026-10-14,2,19666.35,0.204,123.04,COD,Website,Cancelled
O018966,C08560,P0301,2025-03-30,6,29323.61,0.166,272.89,COD,Marketplace,Returned
O018967,C07345,P0410,2025-06-04,2,5205.99,0.124,391.18,UPI,Website,Returned
O018968,C02187,P0015,2026-10-19,3,13658.77,0.122,408.06,Debit Card,Mobile App,Cancelled
O018969,C04279,P0072,2025-09-20,5,21918.19,0.088,402.13,UPI,Website,Pending
O018970,C01313,P0029,2025-05-16,6,12449.73,0.053,168.3,COD,Website,Pending
O018971,C08652,P0091,2026-12-12,3,15539.37,0.081,48.34,Credit Card,Mobile App,Cancelled
O018972,C09880,P0271,2025-10-01,1,5787.58,0.108,298.82,Net Banking,Website,Completed
O018973,C02152,P0135,2025-02-03,2,11663.12,0.025,482.33,Debit Card,Website,Pending
O018974,C06441,P0161,2025-07-02,4,23519.72,0.247,181.04,Credit Card,Website,Pending
O018975,C05491,P0272,2026-11-15,2,293.16,0.199,496.84,Credit Card,Mobile App,Cancelled
O018976,C07233,P0380,2026-02-19,2,20403.08,0.091,57.06,UPI,Website,Pending
O018977,C05754,P0344,2025-10-03,1,5578.91,0.229,450.72,COD,Website,Completed
O018978,C00402,P0448,2025-02-14,6,24320.58,0.107,234.12,Credit Card,Marketplace,Returned
O018979,C03318,P0117,2025-08-22,1,6171.0,0.063,109.18,Credit Card,Marketplace,Cancelled
O018980,C04321,P0099,2025-12-13,6,19144.67,0.185,87.44,UPI,Mobile App,Returned
O018981,C09246,P0095,2025-11-11,1,6983.13,0.104,118.4,Credit Card,Website,Pending
O018982,C06983,P0489,2026-05-05,1,22033.69,0.246,474.05,Credit Card,Mobile App,Completed
O018983,C04575,P0161,2026-04-09,4,23519.72,0.113,198.33,Net Banking,Marketplace,Pending
O018984,C08639,P0240,2025-11-29,3,26378.06,0.243,326.41,Debit Card,Marketplace,Completed
O018985,C02496,P0148,2025-07-05,2,9943.4,0.227,297.28,Debit Card,Marketplace,Pending
O018986,C02510,P0355,2025-05-17,6,16546.83,0.122,437.17,COD,Mobile App,Returned
O018987,C01299,P0292,2025-10-17,1,17709.87,0.148,276.35,Credit Card,Website,Completed
O018988,C00668,P0051,2025-04-21,2,3606.45,0.091,316.1,COD,Mobile App,Pending
O018989,C06864,P0058,2026-07-24,4,7482.96,0.211,389.6,COD,Mobile App,Completed
O018990,C04103,P0029,2025-10-01,4,12449.73,0.002,262.43,UPI,Marketplace,Returned
O018991,C01606,P0448,2026-04-04,1,24320.58,0.066,267.6,Debit Card,Marketplace,Cancelled
O018992,C07076,P0289,2025-05-05,4,21209.49,0.14,417.89,Debit Card,Mobile App,Returned
O018993,C09235,P0382,2025-01-04,4,27549.17,0.143,243.34,Debit Card,Mobile App,Returned
O018994,C08553,P0310,2026-02-21,1,15187.95,0.114,498.75,COD,Mobile App,Returned
O018995,C05334,P0275,2026-04-26,6,11888.74,0.13,91.4,Net Banking,Website,Returned
O018996,C00347,P0329,2026-06-17,2,4170.45,0.166,66.77,Net Banking,Website,Returned
O018997,C07982,P0496,2025-04-01,1,10577.87,0.196,220.75,UPI,Mobile App,unknown
O018998,C02530,P0050,2025-10-20,4,4814.97,0.081,307.34,Debit Card,Website,Completed
O018999,C03750,P0415,2026-12-29,6,26749.55,0.099,431.73,COD,Website,Returned
O019000,C01623,P0436,2026-07-21,3,5409.41,0.168,227.23,COD,Website,Pending
O019001,C00294,P0240,2026-08-19,5,26378.06,0.033,166.94,Net Banking,Marketplace,Returned
O019002,C07184,P0162,2025-10-19,1,12799.81,0.037,95.87,Credit Card,Mobile App,Pending
O019003,C01271,P0125,2025-04-04,3,940.46,0.23,185.2,Credit Card,Mobile App,Cancelled
O019004,C02568,P0359,2025-03-18,1,9869.8,0.087,359.6,Net Banking,Website,Returned
O019005,C05341,P0338,2026-07-08,4,3916.46,0.247,26.7,UPI,Website,Completed
O019006,C01674,P0362,2025-11-08,2,2282.49,0.049,105.78,Net Banking,Mobile App,Cancelled
O019007,C00211,P0243,2025-12-28,2,19767.74,0.006,332.95,Credit Card,Website,Completed
O019008,C01350,P0446,2025-09-28,5,11441.12,0.086,104.0,Debit Card,Marketplace,Pending
O019009,C06177,P0330,2025-02-18,1,25662.1,0.195,425.14,COD,Mobile App,Completed
O019010,C00826,P0205,2025-10-28,1,2171.21,0.113,350.79,UPI,Marketplace,Completed
O019011,C02755,P0490,2026-11-11,3,27172.65,0.182,464.44,UPI,Mobile App,Completed
O019012,C05919,P0347,2026-04-18,2,14730.72,0.217,411.9,COD,Mobile App,Cancelled
O019013,C09292,P0322,2026-01-20,3,19835.89,0.039,78.07,COD,Marketplace,Pending
O019014,C00280,P0228,2026-06-19,6,18755.07,0.081,446.13,Credit Card,Website,Completed
O019015,C01485,P0114,2026-09-05,5,20703.98,0.105,42.37,UPI,Mobile App,Completed
O019016,C00798,P0467,2025-02-09,2,611.8,0.079,398.61,Net Banking,Website,Completed
O019017,C01000,P0398,2025-09-28,2,10247.04,0.138,247.65,UPI,Mobile App,Returned
O019018,C01293,P0414,2025-07-01,2,24091.11,0.156,169.69,COD,Website,Completed
O019019,C08105,P0237,2025-08-14,6,18864.99,0.122,391.79,Debit Card,Marketplace,Pending
O019020,C07178,P0302,2025-08-25,6,11563.95,0.008,215.54,Credit Card,Website,Returned
O019021,C01020,P0171,2026-04-22,4,12489.42,0.198,87.0,Debit Card,Mobile App,Returned
O019022,C07943,P0439,2025-08-04,6,7147.79,0.089,64.34,Credit Card,Mobile App,Cancelled
O019023,C07190,P0114,2026-12-22,3,20703.98,0.067,303.67,UPI,Website,Completed
O019024,C08641,P0060,2026-11-20,1,17517.65,0.095,475.58,Debit Card,Mobile App,Completed
O019025,C05962,P0155,2026-10-23,4,26074.61,0.245,225.45,COD,Website,Pending
O019026,C07673,P0314,2026-02-16,5,26387.51,0.004,445.02,Credit Card,Mobile App,Returned
O019027,C07751,P0309,2026-07-02,1,24420.14,0.107,392.21,Debit Card,Marketplace,Pending
O019028,C05731,P0214,2025-01-31,3,33865.31,0.123,180.22,Net Banking,Mobile App,Completed
O019029,C08940,P0498,2025-04-16,2,14859.3,0.168,120.33,Net Banking,Website,Cancelled
O019030,C02066,P0094,2026-02-22,3,15650.07,0.18,61.98,COD,Mobile App,Pending
O019031,C07805,P0304,2025-12-04,2,11338.01,0.119,43.3,UPI,Website,Pending
O019032,C07064,P0218,2026-10-29,4,360.24,0.074,238.63,Credit Card,Marketplace,Cancelled
O019033,C07706,P0084,2025-05-09,2,16026.22,0.029,134.59,Credit Card,Marketplace,Completed
O019034,C09446,P0431,2026-09-09,4,31683.87,0.039,475.47,Net Banking,Mobile App,Completed
O019035,C00862,P0225,2025-05-10,1,23557.35,0.155,264.35,Credit Card,Marketplace,Completed
O019036,C01381,P0411,2025-09-03,3,8729.1,0.229,23.32,Net Banking,Mobile App,Pending
O019037,C03045,P0488,2025-11-22,6,4089.48,0.125,399.61,Debit Card,Website,Returned
O019038,C02849,P0335,2026-10-23,1,5169.04,0.024,242.46,Debit Card,Marketplace,Completed
O019039,C04234,P0049,2025-10-11,1,1906.08,0.183,337.36,Net Banking,Marketplace,Pending
O019040,C01178,P0306,2026-06-09,2,14340.15,0.115,281.07,Credit Card,Website,Pending
O019041,C09130,P0129,2026-02-14,5,22341.72,0.034,33.38,Credit Card,Mobile App,Returned
O019042,C00050,P0191,2026-03-03,3,17601.87,0.216,374.17,UPI,Website,Cancelled
O019043,C08681,P0118,2026-01-16,3,22162.6,0.064,219.91,Net Banking,Marketplace,Returned
O019044,C03816,P0317,2025-09-25,6,5387.69,0.027,163.82,COD,Website,Pending
O019045,C04348,P0028,2025-10-07,1,22046.01,0.169,356.62,Credit Card,Mobile App,Cancelled
O019046,C03395,P0133,2025-05-19,6,20832.35,0.103,227.63,Debit Card,Mobile App,Returned
O019047,C02051,P0243,2026-08-11,4,19767.74,0.005,334.49,COD,Marketplace,Cancelled
O019048,C03494,P0277,2025-05-14,5,2346.96,0.099,92.73,Net Banking,Marketplace,Completed
O019049,C08773,P0181,2026-01-11,2,26604.63,,397.77,Net Banking,Marketplace,Returned
O019050,C02501,P0047,2025-05-17,2,12693.71,0.016,97.54,Credit Card,Marketplace,Pending
O019051,C02694,P0315,2026-01-10,4,17917.5,0.057,135.33,COD,Mobile App,Returned
O019052,C08662,P0057,2025-12-08,3,2390.61,0.175,334.19,COD,Website,Pending
O019053,C02296,P0241,2025-05-08,4,9724.65,0.121,157.16,Debit Card,Website,Completed
O019054,C00125,P0101,2025-02-01,6,18423.22,0.024,210.15,Net Banking,Website,Completed
O019055,C09479,P0296,2025-05-18,4,24571.32,0.176,129.81,Debit Card,Website,Completed
O019056,C06511,P0451,2025-03-02,4,16792.95,0.062,117.22,COD,Mobile App,Completed
O019057,C09727,P0193,2026-02-21,4,24461.68,0.228,173.83,Credit Card,Marketplace,Returned
O019058,C09510,P0008,2026-01-18,1,25930.87,0.017,430.98,Net Banking,Marketplace,Pending
O019059,C02435,P0226,2025-07-08,6,8664.39,0.099,61.94,Debit Card,Website,Returned
O019060,C04521,P0492,2026-03-23,5,2284.7,0.055,499.62,COD,Mobile App,Returned
O019061,C05194,P0272,2026-03-18,5,293.16,0.236,363.27,Debit Card,Marketplace,Completed
O019062,C06575,P0364,2025-04-14,5,12174.49,0.228,43.7,UPI,Website,Pending
O019063,C02605,P0019,2026-07-29,5,27307.62,0.107,385.45,UPI,Marketplace,Completed
O019064,C04039,P0031,2025-03-08,5,11370.65,0.084,487.26,Net Banking,Mobile App,Returned
O019065,C01656,P0369,2026-03-31,4,3125.44,0.14,173.55,COD,Website,Pending
O019066,C02267,P0377,2025-10-18,1,18668.53,0.116,392.55,UPI,Mobile App,Cancelled
O019067,C07606,P0026,2026-08-07,2,28687.67,0.22,24.63,Credit Card,Website,Completed
O019068,C06099,P0165,2026-06-15,5,19577.23,0.161,68.46,COD,Marketplace,Pending
O019069,C08954,P0480,2025-12-27,5,15700.49,0.245,278.59,Debit Card,Website,Returned
O019070,C08818,P0339,2025-06-10,1,18910.74,0.153,474.31,Debit Card,Marketplace,Returned
O019071,C03560,P0007,2026-07-05,2,2184.63,0.087,288.5,COD,Marketplace,Returned
O019072,C01852,P0073,2025-01-16,6,4017.11,0.075,321.24,UPI,Website,Completed
O019073,C05230,P0283,2025-01-14,6,3844.87,0.076,328.49,Net Banking,Marketplace,Completed
O019074,C04461,P0234,2026-03-16,2,9675.93,0.025,207.14,Net Banking,Marketplace,Completed
O019075,C00654,P0232,2026-09-14,3,5176.88,0.037,394.74,UPI,Website,Pending
O019076,C04938,P0158,2025-05-31,4,16345.79,0.248,364.86,UPI,Marketplace,Cancelled
O019077,C05351,P0002,2025-11-15,3,23104.95,0.07,439.48,Debit Card,Mobile App,Cancelled
O019078,C02502,P0076,2025-07-19,3,21307.9,0.197,413.49,Net Banking,Mobile App,Cancelled
O019079,C03023,P0321,2026-06-24,3,16046.79,0.177,409.53,UPI,Marketplace,Pending
O019080,C05086,P0123,2026-09-09,2,5789.19,0.052,205.44,Credit Card,Mobile App,Pending
O019081,C01386,P0131,2025-09-30,2,19905.16,0.208,81.2,Debit Card,Mobile App,Completed
O019082,C06519,P0017,2025-11-21,5,22052.89,0.043,243.82,Credit Card,Marketplace,Returned
O019083,C08220,P0471,2025-01-19,4,26914.55,0.063,99.06,Net Banking,Mobile App,Pending
O019084,C06241,P0007,2026-07-31,2,2184.63,0.041,73.35,Debit Card,Mobile App,Cancelled
O019085,C02320,P0126,2025-09-03,6,15578.87,0.122,407.89,COD,Website,Cancelled
O019086,C06041,P0020,2026-02-05,6,7376.73,0.138,353.88,Credit Card,Website,Pending
O019087,C05302,P0181,2025-04-09,3,26604.63,0.092,247.77,UPI,Website,Pending
O019088,C07831,P0370,2025-01-31,4,28816.71,0.027,98.9,Credit Card,Marketplace,Completed
O019089,C04672,P0212,2025-01-03,2,18025.82,0.009,469.22,COD,Mobile App,Returned
O019090,C09622,P0440,2026-10-04,1,2009.66,0.081,353.07,Net Banking,Marketplace,Pending
O019091,C01755,P0250,2026-04-04,4,2608.73,0.057,446.77,Net Banking,Marketplace,Completed
O019092,C06012,P0102,2025-01-25,2,7633.72,0.024,288.61,Debit Card,Website,Completed
O019093,C04943,P0341,2025-11-02,5,5911.8,0.238,360.88,Credit Card,Marketplace,Returned
O019094,C02382,P0029,2025-12-28,3,12449.73,0.005,384.61,Debit Card,Marketplace,Pending
O019095,C07924,P0491,2026-01-01,5,3419.68,0.142,296.4,Net Banking,Marketplace,Completed
O019096,C04631,P0073,2025-07-14,2,4017.11,0.152,297.48,UPI,Mobile App,Completed
O019097,C02187,P0275,2025-04-18,2,11888.74,0.206,493.12,Credit Card,Website,Pending
O019098,C02589,P0010,2026-12-20,3,18362.08,0.105,241.33,Credit Card,Website,Returned
O019099,C09388,P0143,2025-12-22,1,12609.92,0.076,108.15,UPI,Website,Returned
O019100,C07246,P0092,2026-07-14,2,17559.2,0.032,463.93,Credit Card,Marketplace,Cancelled
O019101,C02722,P0130,2026-11-21,5,24005.08,0.109,119.93,Net Banking,Website,Returned
O019102,C01933,P0412,2026-07-12,5,11333.34,0.027,324.44,Credit Card,Marketplace,Cancelled
O019103,C03197,P0380,2025-04-01,1,20403.08,0.023,265.08,Credit Card,Website,Returned
O019104,C08495,P0459,2026-04-05,0,25125.31,0.157,119.76,Debit Card,Marketplace,Returned
O019105,C09350,P0080,2025-05-02,5,18245.21,0.102,223.54,Credit Card,Mobile App,Pending
O019106,C03138,P0177,2026-12-03,3,5511.34,0.088,478.1,Net Banking,Marketplace,Cancelled
O019107,C09484,P0302,2026-11-07,6,11563.95,0.237,479.6,Net Banking,Mobile App,Completed
O019108,C05581,P0283,2026-10-07,4,3844.87,0.062,233.34,UPI,Marketplace,Pending
O019109,C00580,P0024,2025-12-27,3,13772.54,0.123,452.57,COD,Marketplace,Cancelled
O019110,C01628,P0081,2026-03-23,2,7019.96,0.103,167.63,Debit Card,Mobile App,Pending
O019111,C04714,P0375,2025-08-02,4,4530.16,0.131,492.73,Net Banking,Marketplace,Cancelled
O019112,C02280,P0480,2026-01-26,3,15700.49,0.233,385.92,Debit Card,Website,Completed
O019113,C00307,P0311,2026-01-28,1,10047.99,0.239,388.98,Debit Card,Marketplace,Completed
O019114,C05849,P0273,2026-07-10,6,4423.96,0.141,72.81,Net Banking,Website,Cancelled
O019115,C09702,P0013,2026-03-15,2,5381.09,0.156,69.98,Debit Card,Mobile App,Pending
O019116,C02992,P0301,2026-07-15,6,29323.61,0.004,81.7,Net Banking,Mobile App,Completed
O019117,C01150,P0373,2026-12-02,6,8094.09,0.0,372.86,COD,Website,Returned
O019118,C01831,P0260,2026-09-22,2,22634.85,0.171,288.91,UPI,Mobile App,Completed
O019119,C06228,P0368,2026-05-28,1,25619.07,0.189,69.72,COD,Marketplace,Cancelled
O019120,C00021,P0315,2026-04-29,4,17917.5,0.222,441.57,Credit Card,Website,Returned
O019121,C01925,P0410,2025-10-12,6,5205.99,0.245,60.31,UPI,Marketplace,Pending
O019122,C05680,P0128,2025-01-10,4,21530.68,0.176,38.61,Net Banking,Mobile App,Cancelled
O019123,C08073,P0095,2025-03-25,4,6983.13,0.139,449.25,COD,Website,Cancelled
O019124,C07628,P0378,2025-07-26,6,13571.24,0.234,89.38,UPI,Marketplace,Cancelled
O019125,C00844,P0229,2025-12-17,5,12117.69,0.216,27.2,Credit Card,Mobile App,Returned
O019126,C05070,P0314,2025-05-03,3,26387.51,0.106,357.57,UPI,Website,Completed
O019127,C00883,P0403,2026-04-20,5,23738.64,0.08,376.37,Debit Card,Marketplace,Completed
O019128,C06412,P0094,2026-09-22,5,15650.07,0.009,451.31,Credit Card,Mobile App,Completed
O019129,C08654,P0050,2025-07-18,1,4814.97,0.032,153.04,UPI,Marketplace,Pending
O019130,C07623,P0270,2026-05-17,5,14144.91,0.066,303.84,Debit Card,Mobile App,Cancelled
O019131,C04725,P0160,2025-02-13,1,19662.83,0.01,237.14,UPI,Website,Completed
O019132,C05209,P0306,2025-04-18,4,14340.15,0.04,339.8,Net Banking,Mobile App,Cancelled
O019133,C02643,P0487,2025-07-20,3,22124.67,0.188,292.09,COD,Website,Completed
O019134,C07932,P0242,2025-10-09,1,20466.16,0.174,283.38,COD,Website,Cancelled
O019135,C03499,P0138,2025-12-05,5,24893.87,0.073,193.36,COD,Website,Cancelled
O019136,C07746,P0102,2026-03-01,1,7633.72,0.113,152.67,COD,Marketplace,Returned
O019137,C03450,P0004,2026-11-14,5,17898.6,0.199,334.4,Credit Card,Website,Cancelled
O019138,C00656,P0155,2026-11-22,3,26074.61,0.201,249.34,COD,Website,Cancelled
O019139,C07106,P0238,2026-09-05,4,21656.91,0.074,179.66,Debit Card,WEB,Cancelled
O019140,C01551,P0424,2025-09-03,3,26999.92,0.098,112.13,UPI,Marketplace,Returned
O019141,C06416,P0145,2025-10-13,5,18201.73,0.234,142.24,COD,Website,Returned
O019142,C00540,P0100,2025-07-26,4,19999.78,0.189,446.83,Net Banking,Mobile App,Returned
O019143,C06818,P0499,2025-12-01,1,21017.3,0.08,342.49,UPI,Marketplace,Cancelled
O019144,C05509,P0390,2026-05-25,5,8198.99,0.128,451.76,Net Banking,Marketplace,Completed
O019145,C01693,P0426,2026-09-30,1,17178.66,0.082,461.7,COD,Marketplace,Returned
O019146,C05977,P0378,2025-05-05,2,13571.24,0.17,102.25,Debit Card,Marketplace,Returned
O019147,C01710,P0027,2026-07-17,3,7050.22,0.156,353.04,UPI,Marketplace,Pending
O019148,C04057,P0355,2025-02-01,1,16546.83,0.183,175.5,Credit Card,Website,Pending
O019149,C00627,P0025,2025-09-07,3,18742.73,0.182,300.49,Net Banking,Mobile App,Pending
O019150,C05885,P0480,2026-08-08,6,15700.49,0.133,386.51,UPI,Website,Completed
O019151,C03481,P0165,2025-03-22,3,19577.23,0.189,349.16,Net Banking,Website,Cancelled
O019152,C06587,P0081,2025-07-29,4,7019.96,0.072,403.22,Net Banking,Mobile App,Returned
O019153,C09780,P0389,2025-07-20,4,26194.75,0.005,242.67,Net Banking,Marketplace,Completed
O019154,C06974,P0105,2026-07-14,5,25030.21,0.244,49.95,COD,Website,Returned
O019155,C05598,P0275,2026-06-07,1,11888.74,0.111,61.07,UPI,Mobile App,Cancelled
O019156,C02360,P0156,2026-03-04,5,12154.65,0.249,68.05,UPI,Mobile App,Pending
O019157,C01465,P0233,2025-07-15,5,5026.87,0.001,296.31,Credit Card,Marketplace,Cancelled
O019158,C07039,P0076,2025-07-07,2,21307.9,0.199,125.38,Net Banking,Website,Completed
O019159,C01644,P0233,2026-04-08,3,5026.87,0.248,137.8,Debit Card,Marketplace,Completed
O019160,C00781,P0237,2026-03-05,1,18864.99,0.086,184.39,Net Banking,Marketplace,Returned
O019161,C01228,P0023,2026-08-27,3,5089.2,0.228,405.16,COD,Mobile App,Cancelled
O019162,C08734,P0370,2026-10-27,5,28816.71,0.208,383.83,COD,Website,Pending
O019163,C01935,P0078,2025-07-08,5,19359.69,0.176,223.69,COD,Website,Cancelled
O019164,C07226,P0191,2026-11-27,3,17601.87,0.188,173.96,UPI,Marketplace,Cancelled
O019165,C04666,P0172,2025-10-27,4,14404.74,0.183,478.12,COD,Website,Completed
O019166,C04796,P0228,2025-11-22,1,18755.07,0.221,90.34,Debit Card,Website,Cancelled
O019167,C09585,P0415,2026-06-28,3,26749.55,0.088,54.18,Net Banking,Website,Returned
O019168,C07260,P0012,2026-04-12,1,15285.6,0.044,152.43,UPI,Mobile App,Pending
O019169,C03419,P0460,2025-03-23,6,25812.77,0.11,169.51,Debit Card,Marketplace,Completed
O019170,C02647,P0111,2026-07-18,5,3503.39,0.001,419.21,Debit Card,Website,Completed
O019171,C03519,P0349,2025-09-28,4,6716.74,0.021,46.91,Net Banking,Website,Pending
O019172,C08602,P0413,2025-09-04,1,16039.77,0.057,25.12,Debit Card,Website,Pending
O019173,C05414,P0490,2026-05-18,1,27172.65,0.246,27.38,COD,Website,Cancelled
O019174,C01165,P0077,2025-05-09,3,31547.11,0.23,164.92,Debit Card,Website,Pending
O019175,C03905,P0335,2025-09-24,2,5169.04,0.021,46.36,Debit Card,Mobile App,Pending
O019176,C03594,P0015,2026-11-21,2,13658.77,0.086,262.42,UPI,Website,Returned
O019177,C04911,P0110,2025-12-02,6,7335.26,0.109,114.99,COD,Mobile App,Returned
O019178,C02060,P0070,2026-02-24,3,30593.78,0.062,473.61,UPI,Website,Completed
O019179,C04086,P0449,2025-10-25,1,18845.91,0.032,271.4,Credit Card,Mobile App,Pending
O019180,C06111,P0314,2025-03-03,4,26387.51,0.046,282.36,COD,Mobile App,Returned
O019181,C07816,P0013,2025-08-24,3,5381.09,0.073,212.56,COD,Marketplace,Completed
O019182,C07324,P0357,2026-03-18,6,14284.26,0.228,475.75,Credit Card,Marketplace,Cancelled
O019183,C05131,P0435,2026-09-15,5,7634.93,0.098,311.85,Credit Card,Website,Returned
O019184,C01807,P0470,2025-10-25,3,6988.34,0.022,337.66,Debit Card,Mobile App,Completed
O019185,C09793,P0429,2025-01-10,4,19687.31,0.24,97.47,UPI,Website,Returned
O019186,C09937,P0261,2026-06-11,1,13350.13,0.19,119.12,Debit Card,Marketplace,Returned
O019187,C07291,P0045,2025-08-09,3,20221.81,0.157,393.31,Credit Card,Website,Completed
O019188,C06499,P0432,2025-06-30,2,21724.49,0.198,374.3,Net Banking,Marketplace,Pending
O019189,C01542,P0210,2026-01-05,1,5380.67,0.007,173.49,COD,Website,Cancelled
O019190,C04544,P0209,2026-04-26,4,6775.65,0.246,126.06,UPI,Website,Returned
O019191,C08409,P0406,2026-05-08,3,15879.31,0.063,65.2,Credit Card,Website,Returned
O019192,C05729,P0329,2025-02-13,1,4170.45,0.138,471.77,UPI,Marketplace,Pending
O019193,C04745,P0330,2026-01-05,2,25662.1,0.058,142.89,Credit Card,Mobile App,Pending
O019194,C05769,P0289,2026-09-14,6,21209.49,0.078,198.27,Debit Card,Marketplace,Cancelled
O019195,C06827,P0401,2026-10-14,3,1309.16,0.203,418.77,Credit Card,Mobile App,Cancelled
O019196,C07157,P0047,2026-03-06,6,12693.71,0.033,91.97,Credit Card,Mobile App,Returned
O019197,C07457,P0393,2026-11-29,1,11501.28,0.046,72.88,COD,Mobile App,Pending
O019198,C06529,P0124,2026-09-17,6,0.0,0.214,185.37,Debit Card,Website,Pending
O019199,C05749,P0218,2025-06-16,5,360.24,0.207,234.79,Debit Card,Website,Returned
O019200,C02968,P0110,2025-02-06,6,7335.26,0.046,329.37,UPI,Mobile App,Pending
O019201,C03209,P0207,2026-03-28,1,4364.9,0.154,430.25,UPI,Mobile App,Pending
O019202,C09332,P0374,2026-03-20,3,849.43,0.031,176.03,Credit Card,Marketplace,Returned
O019203,C00021,P0394,2026-12-25,5,22088.6,0.026,474.27,Credit Card,Mobile App,Returned
O019204,C09128,P0108,2025-01-19,3,6567.92,0.125,319.89,Debit Card,Mobile App,Pending
O019205,C01746,P0003,2025-03-01,2,9326.39,0.076,276.35,Credit Card,Marketplace,Cancelled
O019206,C00336,P0370,2026-05-06,2,28816.71,0.007,188.81,Credit Card,Mobile App,Pending
O019207,C04126,P0038,2025-10-02,2,10216.56,0.227,224.57,UPI,Website,Cancelled
O019208,C05548,P0475,2025-04-07,2,14838.17,0.201,364.36,Net Banking,Marketplace,Returned
O019209,C04778,P0364,2025-06-24,4,12174.49,0.082,261.61,UPI,Website,Pending
O019210,C07843,P0372,2025-12-26,1,22504.23,0.217,324.49,UPI,Marketplace,Cancelled
