return_id,order_id,return_date,return_reason,refund_amount
R002416,O007451,2026-04-04,Damaged,4468.87
R002417,O021983,2025-11-18,Damaged,21676.84
R002418,O039126,2026-07-20,Quality Issue,15736.64
R002419,O026062,2025-02-15,Damaged,6841.41
R002420,O024116,2025-06-26,Changed Mind,16219.6
R002421,O9999992420,2025-05-07,Late Delivery,9380.78
R002422,O039885,2026-07-04,Quality Issue,24457.84
R002423,O001748,2025-05-28,Damaged,11503.71
R002424,O027810,2026-06-06,Changed Mind,3736.9
R002425,O038159,2026-07-30,Damaged,10477.48
R002426,O048710,2026-08-18,Changed Mind,1552.19
R002427,O013896,2026-08-13,Quality Issue,21939.28
R002428,O014535,2025-06-26,Late Delivery,3457.19
R002429,O046693,2025-03-23,Late Delivery,7528.9
R002430,O018664,2025-07-27,Wrong Item,7644.02
R002431,O029695,2026-12-22,Late Delivery,4594.96
R002432,O029377,2025-05-23,Damaged,7289.14
R002433,O049680,2025-02-04,Quality Issue,14216.9
R002434,O003111,2026-04-22,Quality Issue,7191.6
R002435,O027205,2025-10-22,Damaged,9171.58
R002436,O003085,2025-12-08,Late Delivery,2841.13
R002437,O009120,2026-07-22,Damaged,931.75
R002438,O001500,2025-05-11,Damaged,4606.53
R002439,O007681,2025-05-25,Damaged,18689.45
R002440,O040469,2026-08-10,Changed Mind,9636.46
R002441,O033704,2025-11-24,Quality Issue,7994.62
R002442,O008511,2026-08-31,Quality Issue,14370.76
R002443,O005691,2025-09-06,Changed Mind,24243.42
R002444,O039410,2026-04-02,Quality Issue,16232.28
R002445,O040848,2026-04-20,Wrong Item,16326.13
R002446,O003132,2025-07-29,Damaged,18963.77
R002447,O014950,2025-10-13,Wrong Item,7128.54
R002448,O038490,2026-10-22,Changed Mind,20461.95
R002449,O033836,2025-07-13,Damaged,13686.71
R002450,O033878,2025-11-13,Quality Issue,11228.76
R002451,O021424,2026-03-19,Late Delivery,14276.6
R002452,O022675,2025-12-31,Damaged,18167.28
R002453,O009446,2026-02-27,Quality Issue,1410.72
R002454,O020001,2026-02-25,Damaged,9013.18
R002455,O048226,2025-08-24,Changed Mind,13836.25
R002456,O008139,2026-12-04,Damaged,18142.5
R002457,O021504,2025-01-30,Changed Mind,13645.84
R002458,O024789,2025-11-04,Changed Mind,23117.47
R002459,O017264,2025-03-02,Damaged,946.44
R002460,O037033,2026-01-31,Changed Mind,18956.61
R002461,O001530,2026-09-13,Damaged,10799.28
R002462,O024510,2026-11-17,Late Delivery,6800.1
R002463,O006220,2026-02-08,Late Delivery,16730.89
R002464,O036790,2026-01-22,Quality Issue,12299.17
R002465,O034631,2026-02-05,Changed Mind,23527.4
R002466,O026541,2026-12-24,Late Delivery,21382.12
R002467,O021909,2026-05-29,Changed Mind,5322.54
R002468,O034034,2025-05-06,Damaged,2486.17
R002469,O034622,2025-08-23,Quality Issue,20121.68
R002470,O031473,2025-08-16,Wrong Item,21950.01
R002471,O034683,2026-04-18,Quality Issue,6431.2
R002472,O030507,2026-10-26,Damaged,1534.57
R002473,O023241,2026-01-20,Quality Issue,18113.64
R002474,O044349,2026-08-06,Late Delivery,20194.45
R002475,O041606,2026-04-18,Changed Mind,16820.08
R002476,O045926,2026-01-27,Changed Mind,18806.36
R002477,O017654,2026-09-08,Changed Mind,7572.27
R002478,O049848,2025-03-21,Wrong Item,-500.0
R002479,O036804,2025-02-25,Damaged,5242.17
R002480,O037130,2025-09-26,Changed Mind,22286.43
R002481,O039131,2025-12-17,Damaged,18418.39
R002482,O020793,2025-05-31,Changed Mind,12305.61
R002483,O020973,2026-12-01,Changed Mind,6219.38
R002484,O015628,2025-09-15,Damaged,5461.65
R002485,O037942,2026-07-24,Late Delivery,15814.61
R002486,O019625,2026-03-09,Changed Mind,3309.25
R002487,O031986,2026-08-20,Wrong Item,22615.68
R002488,O015323,2025-05-05,Late Delivery,20455.07
R002489,O037007,2025-06-14,Late Delivery,15276.44
R002490,O037164,2026-03-09,Wrong Item,10598.49
R002491,O046914,2025-03-19,Quality Issue,14722.63
R002492,O046581,2025-05-07,Quality Issue,4585.22
R002493,O007829,2025-03-29,Wrong Item,21877.95
R002494,O019323,2026-08-23,Wrong Item,14021.32
R002495,O043231,2025-03-05,Late Delivery,18429.08
R002496,O024613,2025-03-24,Changed Mind,444.15
R002497,O004860,2026-01-23,Quality Issue,16186.71
R002498,O025714,2026-01-30,Late Delivery,12851.77
R002499,O000173,2026-07-10,Late Delivery,5022.78
R002500,O000501,2025-04-12,Changed Mind,3761.3
R002501,O020870,2025-05-01,Quality Issue,24275.61
R002502,O049156,2025-12-21,Changed Mind,13535.83
R002503,O037633,2026-10-08,Wrong Item,2851.34
R002504,O037467,2026-10-30,Wrong Item,8195.59
R002505,O002420,2026-08-22,Changed Mind,6262.7
R002506,O046476,2026-01-10,Quality Issue,13986.01
R002507,O018249,2026-12-31,Wrong Item,2531.06
R002508,O031271,2026-09-03,Wrong Item,5334.18
R002509,O011295,2025-08-11,Wrong Item,17091.7
R002510,O015403,2026-10-14,Wrong Item,16776.24
R002511,O037562,2025-03-26,Late Delivery,20766.57
R002512,O044540,2025-07-29,Changed Mind,15985.1
R002513,O014581,2025-11-06,Quality Issue,7191.13
R002514,O014475,2026-08-15,Late Delivery,12573.24
R002515,O041572,2025-03-23,Quality Issue,8941.03
R002516,O034627,2025-04-05,Wrong Item,173.71
R002517,O049591,2025-03-26,Changed Mind,10103.85
R002518,O025014,2026-02-16,Quality Issue,5545.78
R002519,O043718,2026-10-21,Late Delivery,6808.4
R002520,O004284,2025-07-10,Damaged,966.65
R002521,O9999992520,2026-10-19,Changed Mind,16072.18
R002522,O029577,2025-11-02,Late Delivery,5786.1
R002523,O047796,2026-03-18,Quality Issue,2207.58
R002524,O029987,2025-03-10,Late Delivery,3783.22
R002525,O036722,2026-01-08,Wrong Item,23056.8
R002526,O041047,2025-01-20,Late Delivery,13543.26
R002527,O049630,2026-01-27,Changed Mind,9754.1
R002528,O018819,2025-07-25,Changed Mind,18795.85
R002529,O027399,2025-01-07,Wrong Item,19569.3
R002530,O024771,2025-06-07,Wrong Item,16133.67
R002531,O009490,2026-06-16,Changed Mind,19616.45
R002532,O013250,2026-12-25,Wrong Item,10906.24
R002533,O036081,2025-01-17,Changed Mind,23204.08
R002534,O008965,2026-10-22,Late Delivery,1184.44
R002535,O001765,2026-09-19,Wrong Item,14118.53
R002536,O011115,2025-06-18,Changed Mind,5521.9
R002537,O004905,2025-08-10,Quality Issue,1657.09
R002538,O015310,2026-05-31,Wrong Item,21435.36
R002539,O008364,2026-08-30,Quality Issue,10657.37
R002540,O024709,2026-12-06,Damaged,7102.47
R002541,O018437,2026-02-11,Damaged,9062.61
R002542,O020526,2025-02-22,Quality Issue,12486.01
R002543,O033893,2025-07-31,Wrong Item,6573.13
R002544,O038877,2025-11-25,Wrong Item,6827.7
R002545,O003014,2026-08-23,Wrong Item,17697.74
R002546,O036235,2026-05-03,Damaged,12209.24
R002547,O018193,2025-12-24,Quality Issue,22371.81
R002548,O039599,2025-12-22,Late Delivery,7668.45
R002549,O035273,2026-12-30,Changed Mind,20423.66
R002550,O024071,2026-11-24,Quality Issue,1387.1
R002551,O025551,2025-09-11,Quality Issue,18939.68
R002552,O003645,2025-11-08,Quality Issue,16038.13
R002553,O002443,2025-03-07,Quality Issue,23730.3
R002554,O037996,2025-06-02,Late Delivery,12320.3
R002555,O040134,2026-01-27,Late Delivery,12581.41
R002556,O038750,2026-11-23,Changed Mind,24227.82
R002557,O029812,2025-06-01,Damaged,1546.08
R002558,O012391,2026-03-17,Damaged,18524.88
R002559,O049280,2025-11-07,Late Delivery,22658.34
R002560,O047510,2026-11-29,Wrong Item,2737.59
R002561,O031941,2026-12-09,Changed Mind,22847.44
R002562,O026419,2026-11-02,Quality Issue,1580.65
R002563,O025602,2026-07-13,Changed Mind,4042.39
R002564,O036747,2026-03-25,Damaged,11268.46
R002565,O041063,2026-10-25,Quality Issue,20304.52
R002566,O017930,2026-09-27,Changed Mind,11182.69
R002567,O004503,2025-05-04,Changed Mind,23351.75
R002568,O041762,2026-05-31,Quality Issue,17814.76
R002569,O008031,2025-02-16,Wrong Item,17102.39
R002570,O035475,2025-11-06,Late Delivery,13437.6
R002571,O040602,2025-09-24,Quality Issue,11213.77
R002572,O011025,2025-05-08,Late Delivery,1834.21
R002573,O026753,2025-09-30,Damaged,3740.65
R002574,O035506,2026-07-10,Quality Issue,878.26
R002575,O007771,2025-02-20,Damaged,4470.18
R002576,O045026,2025-06-05,Changed Mind,18879.07
R002577,O043547,2025-05-01,Late Delivery,2032.9
R002578,O041931,2025-09-07,Changed Mind,24392.87
R002579,O042842,2025-06-03,Late Delivery,10648.82
R002580,O015675,2026-03-18,Damaged,9149.61
R002581,O001302,2026-03-20,Late Delivery,15894.89
R002582,O036775,2026-05-27,Quality Issue,6345.67
R002583,O038367,2025-09-04,Quality Issue,3971.62
R002584,O034425,2025-10-04,Damaged,23530.58
R002585,O035809,2025-05-05,Quality Issue,21802.22
R002586,O046283,2026-06-21,Quality Issue,1419.98
R002587,O025884,2026-07-12,Wrong Item,20431.26
R002588,O9999992587,2025-11-05,Damaged,7496.75
R002589,O046246,2026-07-06,Wrong Item,3322.76
R002590,O036481,2025-04-21,Quality Issue,2813.47
R002591,O010337,2026-10-16,Quality Issue,1891.42
R002592,O024605,2026-05-10,Damaged,112.74
R002593,O019902,2025-02-02,Late Delivery,23770.17
R002594,O007768,2025-12-21,Quality Issue,3892.13
R002595,O001238,2026-05-15,Changed Mind,6757.66
R002596,O018564,2026-10-30,Damaged,2549.01
R002597,O018992,2026-08-24,Changed Mind,4386.09
R002598,O034079,2025-10-09,Wrong Item,7870.41
R002599,O013408,2026-02-09,Wrong Item,21423.43
R002600,O013851,2026-02-24,Quality Issue,24425.39
R002601,O009993,2026-04-30,Late Delivery,670.75
R002602,O046121,2025-02-27,Quality Issue,1302.75
R002603,O018464,2026-08-14,Changed Mind,11255.21
R002604,O041349,2026-05-24,Changed Mind,15682.05
R002605,O012834,2025-06-10,Late Delivery,23083.46
R002606,O041478,2025-08-24,Damaged,9475.58
R002607,O035279,2025-05-27,Damaged,13276.51
R002608,O049997,2026-05-16,Quality Issue,15730.13
R002609,O022691,2025-11-02,Wrong Item,19762.59
R002610,O033924,2025-08-01,Late Delivery,15833.93
R002611,O015917,2026-04-05,Changed Mind,12274.18
R002612,O038009,2025-10-25,Changed Mind,2159.33
R002613,O030419,2026-11-02,Wrong Item,6879.08
R002614,O027082,2025-02-03,Quality Issue,16431.85
R002615,O042671,2025-10-17,Changed Mind,9104.36
R002616,O024746,2025-12-15,Quality Issue,4633.92
R002617,O040855,2026-06-10,Late Delivery,2669.62
R002618,O034995,2026-12-15,Quality Issue,12533.81
R002619,O049694,2027-01-03,Damaged,7173.66
R002620,O036225,2025-05-04,Late Delivery,23278.44
R002621,O025900,2025-04-30,Quality Issue,16992.36
R002622,O030349,2025-08-22,Changed Mind,24772.6
R002623,O021466,2025-09-03,Damaged,14716.18
R002624,O009580,2025-02-08,Wrong Item,20063.44
R002625,O027145,2025-06-02,Wrong Item,18129.89
R002626,O005084,2026-05-25,Changed Mind,6344.66
R002627,O030393,2025-05-13,Damaged,19019.89
R002628,O013389,2026-05-03,Damaged,1769.26
R002629,O022620,2026-05-17,Quality Issue,13776.33
R002630,O035002,2025-02-01,Wrong Item,10214.61
R002631,O007581,2026-06-05,Late Delivery,12977.43
R002632,O026212,2025-05-06,Quality Issue,12805.92
R002633,O018269,2026-02-13,Quality Issue,24088.78
R002634,O047862,2026-01-17,Damaged,18406.73
R002635,O012596,2026-11-08,Late Delivery,23678.65
R002636,O006654,2025-10-29,Damaged,1100.49
R002637,O002839,2026-09-12,Late Delivery,4510.7
R002638,O040242,2025-06-20,Damaged,23871.81
R002639,O032314,2026-05-23,Late Delivery,7476.66
R002640,O038902,2025-11-24,Quality Issue,2987.39
R002641,O019738,2026-06-16,Late Delivery,24895.43
R002642,O037280,2026-02-23,Changed Mind,4184.46
R002643,O013873,2025-11-14,Damaged,-500.0
R002644,O035992,2026-12-26,Quality Issue,19839.09
R002645,O022884,2025-06-17,Wrong Item,18252.33
R002646,O041867,2026-06-03,Damaged,20932.7
R002647,O011284,2025-02-20,Damaged,21468.2
R002648,O026023,2025-12-05,Late Delivery,20364.81
R002649,O008800,2026-11-15,Changed Mind,15511.68
R002650,O021713,2025-06-26,Damaged,23027.04
R002651,O031527,2026-12-19,Quality Issue,12962.54
R002652,O030694,2026-07-08,Quality Issue,14970.93
R002653,O013778,2025-12-02,Late Delivery,19252.57
R002654,O003043,2025-07-04,Quality Issue,13488.67
R002655,O011526,2026-04-29,Quality Issue,10851.78
R002656,O026294,2025-01-16,Damaged,8066.16
R002657,O002050,2025-02-04,Damaged,6442.88
R002658,O023299,2026-03-10,Late Delivery,282.09
R002659,O042445,2025-05-23,Quality Issue,7842.86
R002660,O001373,2026-10-10,Late Delivery,18573.35
R002661,O041950,2026-07-27,Changed Mind,7070.4
R002662,O043282,2025-05-07,Changed Mind,13656.61
R002663,O033135,2026-06-17,Quality Issue,11013.63
R002664,O031379,2026-01-04,Late Delivery,2803.74
R002665,O011329,2026-12-25,Damaged,17095.39
R002666,O030670,2026-04-02,Quality Issue,22342.68
R002667,O027104,2025-04-09,Wrong Item,8118.86
R002668,O017924,2026-06-19,Changed Mind,14166.76
R002669,O020886,2025-06-02,Late Delivery,17766.31
R002670,O029743,2026-11-25,Changed Mind,19208.77
R002671,O017477,2025-06-03,Changed Mind,24849.78
R002672,O037996,2025-12-30,Damaged,5396.22
R002673,O004038,2026-07-28,Late Delivery,9324.39
R002674,O015839,2025-04-27,Wrong Item,4882.85
R002675,O047112,2026-03-06,Wrong Item,13320.18
R002676,O008257,2026-10-24,Wrong Item,15435.98
R002677,O013923,2025-09-28,Damaged,5716.78
R002678,O027817,2025-05-08,Late Delivery,17931.36
R002679,O041656,2026-12-20,Wrong Item,19966.3
R002680,O006774,2025-12-16,Late Delivery,8507.52
R002681,O026304,2026-10-03,Changed Mind,8400.05
R002682,O028943,2025-05-09,Late Delivery,5780.66
R002683,O012848,2026-12-20,Late Delivery,5274.92
R002684,O013316,2026-07-31,Changed Mind,17438.84
R002685,O045264,2026-02-18,Changed Mind,6767.12
R002686,O014873,2025-02-16,Late Delivery,23437.93
R002687,O018954,2025-02-27,Damaged,6431.62
R002688,O002165,2025-03-23,Quality Issue,24466.76
R002689,O043336,2026-01-21,Quality Issue,5081.59
R002690,O017353,2026-08-18,Late Delivery,7313.32
R002691,O018550,2025-04-14,Changed Mind,23641.45
R002692,O049556,invalid-date,Wrong Item,22424.53
R002693,O024198,2025-08-23,Changed Mind,3951.29
R002694,O010562,2025-05-02,Changed Mind,182.77
R002695,O008529,2025-10-07,Late Delivery,22698.27
R002696,O024829,2027-01-01,Quality Issue,1318.2
R002697,O038277,2026-04-23,Changed Mind,4681.64
R002698,O033715,2025-09-27,Damaged,9892.53
R002699,O035186,2025-02-21,Changed Mind,8177.18
R002700,O046782,2025-11-26,Quality Issue,10281.14
R002701,O007798,2025-04-20,Quality Issue,8197.96
R002702,O046884,2026-01-15,Changed Mind,24920.29
R002703,O010280,2026-10-13,Changed Mind,11390.5
R002704,O040925,2025-08-01,Wrong Item,23501.31
R002705,O045234,2026-11-13,Changed Mind,14209.09
R002706,O031163,2025-01-28,Wrong Item,12778.53
R002707,O022478,2025-06-03,Quality Issue,15138.01
R002708,O9999992707,2026-10-10,Quality Issue,9912.72
R002709,O045914,2025-02-17,Wrong Item,1612.65
R002710,O030830,2026-04-23,Damaged,20767.55
R002711,O008888,2025-08-11,Wrong Item,3441.64
R002712,O024346,2026-11-15,Quality Issue,8237.55
R002713,O002970,2025-05-29,Wrong Item,7878.52
R002714,O004154,2025-04-19,Wrong Item,20147.85
R002715,O002565,2026-12-04,Wrong Item,16216.0
R002716,O000592,2025-12-29,Quality Issue,6853.94
R002717,O044817,2026-06-12,Wrong Item,7041.25
R002718,O028751,2026-07-15,Late Delivery,15354.51
R002719,O026609,2026-07-12,Changed Mind,7767.61
R002720,O043416,2025-10-13,Quality Issue,15033.4
R002721,O007524,2025-11-01,Quality Issue,3925.18
R002722,O016339,2025-05-27,Damaged,20200.83
R002723,O009677,2025-10-07,Wrong Item,20484.77
R002724,O013093,2025-07-27,Wrong Item,23561.28
R002725,O020942,2025-01-30,Damaged,8136.09
R002726,O043341,2025-08-28,Quality Issue,16950.77
R002727,O022046,2026-10-23,Quality Issue,22739.24
R002728,O027254,2026-02-08,Wrong Item,19415.73
R002729,O018762,2026-03-18,Changed Mind,13522.76
R002730,O027179,2026-01-07,Quality Issue,21891.65
R002731,O014073,2026-07-19,Quality Issue,6764.84
R002732,O004278,2026-02-10,Damaged,13965.0
R002733,O009059,2025-11-11,Late Delivery,23716.23
R002734,O022653,2026-12-20,Damaged,15835.67
R002735,O030162,2025-03-01,Damaged,5668.06
R002736,O011415,2025-03-16,Late Delivery,8090.91
R002737,O047028,2026-06-04,Wrong Item,1040.11
R002738,O015788,2025-09-23,Wrong Item,18153.06
R002739,O031498,2026-04-11,Quality Issue,2425.68
R002740,O049340,2026-06-01,Late Delivery,5611.97
R002741,O049653,2025-08-10,Quality Issue,4482.6
R002742,O047726,2025-07-13,,4395.78
R002743,O019370,2026-07-19,Wrong Item,10794.03
R002744,O034953,2026-10-09,Quality Issue,1983.67
R002745,O042549,2025-07-16,Wrong Item,8175.64
R002746,O039471,2026-03-18,Wrong Item,3200.23
R002747,O040538,2025-11-08,Late Delivery,18172.72
R002748,O040127,invalid-date,Quality Issue,21710.53
R002749,O018030,2026-01-17,Late Delivery,22134.3
R002750,O025066,2025-03-08,Quality Issue,5278.76
R002751,O028681,2025-10-03,Changed Mind,3264.24
R002752,O047266,2025-04-19,Changed Mind,17011.1
R002753,O049683,2025-08-04,Wrong Item,15107.44
R002754,O004317,2025-02-11,Changed Mind,6160.47
R002755,O023486,2025-03-15,Damaged,20940.79
R002756,O021659,2025-07-07,Late Delivery,9614.77
R002757,O005748,2026-02-02,Damaged,5704.44
R002758,O000846,2025-11-22,Damaged,10957.66
R002759,O038408,2026-04-19,Quality Issue,13150.69
R002760,O014922,2025-11-04,Damaged,12883.11
R002761,O001316,2026-06-20,Late Delivery,12761.01
R002762,O015105,2025-01-16,Damaged,1904.51
R002763,O9999992762,2025-03-05,Wrong Item,16014.07
R002764,O038081,2026-11-26,Late Delivery,24161.85
R002765,O038341,2026-07-28,Changed Mind,7161.08
R002766,O037911,2026-03-21,Quality Issue,19956.48
R002767,O028586,2025-09-22,Quality Issue,15098.99
R002768,O019165,2025-11-02,Late Delivery,12068.72
R002769,O000011,2025-08-02,Quality Issue,24063.48
R002770,O034951,2025-03-22,Changed Mind,13591.02
R002771,O044519,2026-12-28,Changed Mind,13442.32
R002772,O038440,2025-09-22,Late Delivery,4064.85
R002773,O022270,2025-12-27,Damaged,722.97
R002774,O005280,2026-05-07,Quality Issue,23978.95
R002775,O009290,2025-02-16,Wrong Item,23108.83
R002776,O000736,2025-07-08,Wrong Item,5907.8
R002777,O024401,2026-11-12,Wrong Item,5062.92
R002778,O011960,2025-04-11,Changed Mind,11405.93
R002779,O004868,2026-09-11,Changed Mind,21195.68
R002780,O022462,2025-02-26,Wrong Item,4342.26
R002781,O022106,2025-03-19,Changed Mind,16711.68
R002782,O011325,2025-10-05,Late Delivery,17642.86
R002783,O013190,2025-04-22,Damaged,1936.59
R002784,O013509,2026-10-28,Quality Issue,21568.51
R002785,O015824,2025-03-06,Wrong Item,22421.76
R002786,O011296,2025-11-06,Damaged,22886.16
R002787,O002909,2026-06-28,Quality Issue,7028.36
R002788,O000983,2026-08-22,Late Delivery,410.69
R002789,O036447,2025-10-07,Late Delivery,23383.25
R002790,O024139,2025-02-02,Changed Mind,11386.3
R002791,O044550,2025-11-01,Damaged,11741.46
R002792,O048006,2025-08-16,Wrong Item,9539.93
R002793,O009928,2025-08-04,Quality Issue,21042.54
R002794,O024887,2025-01-28,Wrong Item,13891.55
R002795,O048941,2025-04-02,Late Delivery,19996.59
R002796,O012281,2025-12-03,Wrong Item,3733.17
R002797,O001130,2025-03-07,Wrong Item,16642.91
R002798,O049776,2026-01-07,Quality Issue,20437.72
R002799,O000983,2025-06-15,Changed Mind,14328.73
R002800,O033181,2025-03-14,Quality Issue,20087.09
R002801,O044128,2025-01-23,Changed Mind,5327.4
R002802,O015089,2025-04-07,Quality Issue,18005.14
R002803,O023323,2025-05-16,Late Delivery,7798.86
R002804,O013754,2025-07-30,Damaged,5904.52
R002805,O034642,2025-05-03,Quality Issue,3465.5
R002806,O041244,2025-10-30,Damaged,21410.43
R002807,O035344,2025-07-04,Late Delivery,4644.98
R002808,O001732,2025-07-24,Wrong Item,9406.17
R002809,O013251,2026-11-20,Changed Mind,16124.6
R002810,O045844,2026-09-04,Quality Issue,7639.27
R002811,O004015,2026-01-10,Damaged,14647.76
R002812,O011590,2025-03-07,Late Delivery,11550.23
R002813,O008682,2026-06-17,Wrong Item,7523.22
R002814,O023631,2025-06-20,Changed Mind,17267.1
R002815,O044837,2025-12-26,Wrong Item,6374.23
R002816,O030034,2026-10-25,Damaged,20097.56
R002817,O004830,2025-10-18,Late Delivery,5513.99
R002818,O038092,2025-12-19,Late Delivery,22582.19
R002819,O018579,2025-07-03,Damaged,23571.85
R002820,O030713,2025-10-07,Changed Mind,13539.97
R002821,O034783,2025-03-08,Changed Mind,10148.6
R002822,O029794,2026-08-27,Quality Issue,10015.43
R002823,O020689,2026-07-23,Quality Issue,2571.36
R002824,O040674,2026-12-02,Wrong Item,10209.26
R002825,O026555,2025-12-27,,6010.05
R002826,O030951,2026-04-08,Changed Mind,620.94
R002827,O035834,2025-10-09,Quality Issue,7810.15
R002828,O008754,2026-02-17,Quality Issue,6099.1
R002829,O017458,2026-05-26,Wrong Item,8112.42
R002830,O048262,2026-02-01,Wrong Item,10577.88
R002831,O048721,2026-05-16,Quality Issue,24113.59
R002832,O003965,2026-08-04,Quality Issue,9955.15
R002833,O044398,2026-10-19,Wrong Item,16053.65
R002834,O008568,2026-04-24,Wrong Item,17478.69
R002835,O013332,2025-09-01,Changed Mind,19635.44
R002836,O015312,2026-06-24,Wrong Item,19187.61
R002837,O037647,2025-02-25,Damaged,15600.17
R002838,O020406,2026-07-05,Changed Mind,21485.27
R002839,O030844,2026-07-20,Changed Mind,4633.84
R002840,O048440,2025-01-19,Wrong Item,11360.46
R002841,O046900,2026-12-16,Quality Issue,11485.57
R002842,O012421,2025-04-05,Wrong Item,16220.85
R002843,O023123,2025-08-19,Wrong Item,2558.62
R002844,O029535,2025-04-23,Changed Mind,11670.94
R002845,O034453,2026-03-22,Changed Mind,-500.0
R002846,O007368,2025-10-16,Quality Issue,17724.81
R002847,O018132,2026-10-29,Changed Mind,21767.15
R002848,O008042,2026-11-04,Wrong Item,2455.63
R002849,O006252,2026-02-03,Changed Mind,1053.97
R002850,O018546,2026-09-30,Quality Issue,3237.63
R002851,O020564,2026-10-01,Late Delivery,4732.33
R002852,O025401,2025-11-18,,1501.97
R002853,O012058,2026-07-25,Damaged,5189.81
R002854,O031687,2025-04-27,Quality Issue,13088.23
R002855,O024411,2026-01-31,Changed Mind,7244.69
R002856,O049238,2026-05-25,Wrong Item,2646.44
R002857,O005883,2026-02-23,Changed Mind,8597.06
R002858,O014658,2025-11-16,Quality Issue,18313.91
R002859,O036107,2026-05-13,Damaged,12928.46
R002860,O028944,2025-04-20,Quality Issue,1815.88
R002861,O025083,2025-02-01,Quality Issue,18353.58
R002862,O014415,2026-08-24,Late Delivery,5570.34
R002863,O045178,2026-03-25,Quality Issue,5643.36
R002864,O048016,2026-07-30,Quality Issue,8115.64
R002865,O011283,2026-12-30,Late Delivery,13109.69
R002866,O032012,2025-07-24,Damaged,12002.57
R002867,O014374,2026-07-28,Changed Mind,22080.13
R002868,O044048,2026-02-11,Quality Issue,7977.07
R002869,O019427,2026-02-03,Changed Mind,9557.77
R002870,O013214,2026-01-26,Quality Issue,18680.81
R002871,O032089,2025-12-18,Late Delivery,1783.06
R002872,O023446,2026-04-01,Damaged,13517.55
R002873,O039923,2026-09-22,Changed Mind,15770.83
R002874,O020188,2026-04-25,Quality Issue,22747.27
R002875,O044113,2026-03-01,Quality Issue,9274.94
R002876,O022063,2026-07-25,Wrong Item,6491.01
R002877,O040026,2025-01-08,Late Delivery,2988.01
R002878,O045422,2025-12-13,Wrong Item,12303.18
R002879,O007531,2025-04-27,Damaged,1130.9
R002880,O029530,2026-08-04,Wrong Item,15780.84
R002881,O008925,2025-03-14,Wrong Item,1735.4
R002882,O024705,2026-07-28,Damaged,7197.3
R002883,O020176,2025-03-31,Damaged,24263.55
R002884,O033459,2026-05-18,Quality Issue,23146.06
R002885,O000625,2026-07-20,Changed Mind,24845.55
R002886,O037597,2026-10-24,Damaged,14572.35
R002887,O025949,2025-02-19,Damaged,23133.25
R002888,O038526,2026-01-25,Quality Issue,11058.57
R002889,O012845,2025-04-11,Quality Issue,293.7
R002890,O040560,2026-07-04,Changed Mind,19731.54
R002891,O029736,2025-09-29,Damaged,23051.84
R002892,O030156,2026-04-30,Late Delivery,19111.85
R002893,O018967,2025-08-13,Late Delivery,24574.78
R002894,O030653,2026-05-14,Late Delivery,11675.47
R002895,O008917,2026-08-01,Changed Mind,14611.54
R002896,O019889,2025-12-15,Late Delivery,14329.78
R002897,O018224,2025-03-10,Damaged,23729.37
R002898,O010950,2025-11-27,Late Delivery,3063.25
R002899,O023843,2025-08-01,Changed Mind,7655.34
R002900,O004841,2026-10-04,Late Delivery,22942.73
R002901,O021641,2026-03-07,Damaged,17704.99
R002902,O032255,2025-01-24,Damaged,24105.63
R002903,O005188,2025-08-03,Late Delivery,12171.52
R002904,O044656,2026-11-26,Damaged,24081.1
R002905,O010851,2025-02-08,Changed Mind,16702.28
R002906,O000305,2025-12-21,Wrong Item,7010.79
R002907,O030795,2025-04-15,Wrong Item,18151.56
R002908,O033929,2026-08-28,Late Delivery,22640.06
R002909,O016210,2025-02-18,Damaged,8682.23
R002910,O037394,2026-03-22,Quality Issue,5743.14
R002911,O029315,2026-08-13,Wrong Item,19415.12
R002912,O025888,2025-02-02,Damaged,137.37
R002913,O035333,2025-09-23,Damaged,6476.38
R002914,O019046,2025-03-09,Late Delivery,19506.18
R002915,O036512,2025-03-05,Wrong Item,20801.55
R002916,O027282,2026-02-15,Damaged,6478.06
R002917,O040517,2025-07-26,Changed Mind,4209.41
R002918,O049966,2025-05-12,Late Delivery,10061.41
R002919,O028030,2025-06-16,Damaged,5381.72
R002920,O022940,2026-12-29,Wrong Item,19313.31
R002921,O032754,2026-01-08,Damaged,7062.85
R002922,O039246,2025-03-17,Late Delivery,3432.25
R002923,O004920,2026-08-09,Quality Issue,119.19
R002924,O034146,2025-05-27,Quality Issue,16600.7
R002925,O000036,2026-02-13,Changed Mind,7309.53
R002926,O028087,2026-09-15,Wrong Item,14535.81
R002927,O041330,2026-11-23,Changed Mind,15841.41
R002928,O045715,2026-02-21,Late Delivery,6510.06
R002929,O013792,invalid-date,Changed Mind,3484.54
R002930,O020656,2026-09-23,Changed Mind,5359.26
R002931,O9999992930,2025-05-10,Changed Mind,6409.28
R002932,O001978,2027-01-03,Wrong Item,16758.19
R002933,O022897,2025-10-30,Wrong Item,12255.27
R002934,O032264,2025-12-27,Late Delivery,23294.27
R002935,O012728,2025-05-04,Wrong Item,20087.75
R002936,O025955,2026-06-24,Late Delivery,23251.6
R002937,O036003,2026-09-26,Wrong Item,403.53
R002938,O014828,2025-10-02,Late Delivery,6405.06
R002939,O045297,2025-09-30,Wrong Item,22552.23
R002940,O038082,2025-04-09,Changed Mind,17933.61
